Avalanche#TRdog, 2136, Destek, Poke / Mage
sophie germain#1111, 474, Destek, Enchanter / Disengage
Bounifiort#TR1, 474, Orta Koridor, Control / Zone
EX7#3783, 474, Orta Koridor, Assassin / Shadow
ByPeJuRa#KGT, 473, Nisanci (ADC), Assassin / Hypercarry
AGoNY#HLE, 472, Destek, Engage / Tank
Chemistries#TR1, 472, Orta Koridor, Control / Zone
stfu and play#anann, 472, Orta Koridor, Assassin / Reset
DIZØKILL#TR1, 472, Orman, Skirmisher / Reset
dobro vecer#zephx, 471, Destek, Enchanter / Protect
batu123#jgdif, 471, Orta Koridor, Skirmisher / Critical
DULTÜCCARI#NGC, 471, Destek, Enchanter / Heal
081096251199#0802, 471, Orta Koridor, Skirmisher / Critical
TARDE SETT TUTE#BOSS, 470, Ust Koridor, Juggernaut / Haymaker
ELAK#XXXXX, 470, Orta Koridor, Tank / Magic Shield
ManyaqBoy#TR31, 470, Orta Koridor, Skirmisher / Critical
Öykie#Lady, 469, Orta Koridor, Mage / Mobile
Dieruth#1907, 465, Nisanci (ADC), Hypercarry / Reset
Bück Dîch#1310, 464, Ust Koridor, Lane Bully / Juggernaut
NEEKO TANRISI#GOD, 464, Orta Koridor, Mage / Trickster
Area T Rex#0305, 463, Destek, Poke / Mage
Jackz#TR1, 463, Ust Koridor, Zone / Barrel
beypazari iceyim#neyse, 463, Destek, Engage / Playmaker
C O N Q U E S T#1788, 463, Orman, Assassin / Isolation
öldühttp#kimya, 461, Orta Koridor, Main: Aurora
gemici#370, 461, Destek, Enchanter / Invulnerability
Tyurvalembas#3152, 460, Orman, Tank / Suppress
EDG wx 3334532#xxx, 459, Orta Koridor, Skirmisher / Magic
Shasho#4444, 459, Nisanci (ADC), Utility / Sniper
Tekin#000, 459, Nisanci (ADC), Main: Xayah
ｙｏｒｉｃｈｉ#11111, 458, Destek, Enchanter / Protect
TWKING#619, 458, Nisanci (ADC), Hypercarry / Stealth
Lesi0n#TR1, 458, Nisanci (ADC), Scaling / ADC
KeyBlade#KUN, 458, Orta Koridor, Skirmisher / Critical
lower your head#DDD, 457, Orta Koridor, Skirmisher / Magic
Canay#TR1, 455, Ust Koridor, Juggernaut / Ranged
Pain#Kayn, 454, Orman, Skirmisher / Assassin
olek#31sa, 453, Nisanci (ADC), Utility / Sniper
ozzykaratren#1907, 453, Nisanci (ADC), Kite / Rend
TÜRBANLI DAMITAN#3162, 453, Nisanci (ADC), Hypercarry / Weapon Master
Sativa#7080, 451, Nisanci (ADC), Hypercarry / Stealth
MRJack#388, 451, Orta Koridor, Assassin / Shadow
Mâây#888ii, 449, Destek, Poke / Mage
arzhel#green, 448, Destek, Poke / Mage
deepinlovekathie#707, 447, Orman, Diver / Duelist
Russell Adler#İblis, 446, Orman, Assassin / Global
Miyuna#sago, 446, Nisanci (ADC), Assassin / Hypercarry
JackalShow#TR1, 445, Nisanci (ADC), Hypercarry / Tank Buster
Sihirdar Adım#TR2, 444, Ust Koridor, Duelist / Splitpush
Code Lyoko#2010, 441, Orta Koridor, Scaling / Mage
